product_id,old_price,new_price,old_timestamp,new_timestamp
price_ultrasleep-fitted-queen-size-breathable-waterproof-mattress-cover_fk_796.txt, 774, 770, 2025-06-13_17:03:57, 2025-06-17_10:04:21
price_dream-cure-elastic-strap-queen-size-breathable-stretchable-waterproof-mattress-cover_fk_805.txt, 799, 730, 2025-06-15_20:02:41, 2025-06-17_11:02:43
price_crompton-100-l-desert-air-cooler-motor-overload-protection-auto-drain_fk_969.txt, 13840, 13899, 2025-06-07_23:34:12, 2025-06-09_16:38:50
price_voltas-90-l-desert-air-cooler_fk_694.txt, 19999, 9888, 2025-06-06_23:25:35, 2025-06-06_23:25:39
price_nokia-130-music-dual-sim-player-wireless-fm-radio-dedicated-buttons_fk_738.txt, 1808, 1802, 2025-06-07_23:31:41, 2025-06-09_16:36:26
